area_data_type,geography_type,geography_id,geography_desc,total_area,mobilebb_3g_area_st_pct,mobilebb_3g_area_iv_pct,mobilebb_4g_area_st_pct,mobilebb_4g_area_iv_pct,mobilebb_5g_spd1_area_st_pct,mobilebb_5g_spd1_area_iv_pct,mobilebb_5g_spd2_area_st_pct,mobilebb_5g_spd2_area_iv_pct
Rural,Tribal,2300T,Mississippi Choctaw Off-Reservation Trust Land,14.0092,0.0000,0.0000,1.0000,0.7368,0.8496,0.2782,0.5940,0.2256
Rural,Tribal,2315R,Moapa River Indian Reservation,256.9060,0.0000,0.0000,1.0000,0.9492,0.9881,0.7934,0.9459,0.6154
Rural,Tribal,2330R,Montgomery Creek Rancheria,0.3160,0.0000,0.0000,1.0000,0.6667,1.0000,0.6667,1.0000,0.6667
Rural,Tribal,2340T,Mooretown Off-Reservation Trust Land,0.8427,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500
Rural,Tribal,2360R,Morongo Reservation,123.5550,0.0000,0.0000,0.8849,0.5200,0.6786,0.3350,0.5729,0.1722
Rural,Tribal,2360T,Morongo Off-Reservation Trust Land,2.0013,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,2375R,Muckleshoot Reservation,13.6932,0.0000,0.0000,1.0000,0.8385,1.0000,0.9846,1.0000,0.9154
Rural,Tribal,2375T,Muckleshoot Off-Reservation Trust Land,0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,2400R,Nambe Pueblo,73.2061,0.9568,0.8129,1.0000,0.9424,0.9597,0.5209,0.8043,0.2129
Rural,Tribal,2400T,Nambe Off-Reservation Trust Land,0.6320,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,2415R,Narragansett Reservation,8.8479,0.0000,0.0000,1.0000,0.8214,1.0000,0.5714,0.9167,0.3810
Rural,Tribal,2430R,Navajo Nation Reservation,51620.8249,0.7842,0.5911,0.8380,0.5405,0.1907,0.0393,0.1240,0.0276
Rural,Tribal,2430T,Navajo Nation Off-Reservation Trust Land,4302.9380,0.5516,0.3961,0.9544,0.7223,0.4914,0.1632,0.3305,0.0894
Rural,Tribal,2445R,Nez Perce Reservation,3293.7473,0.4920,0.2394,0.9313,0.7263,0.7855,0.3392,0.6723,0.2412
Rural,Tribal,2460R,Nisqually Reservation,23.8051,0.0000,0.0000,0.9867,0.6372,0.8053,0.5664,0.6726,0.4248
Rural,Tribal,2475T,Nooksack Off-Reservation Trust Land,13.9039,0.0000,0.0000,1.0000,0.8182,0.9848,0.6894,0.8712,0.4470
Rural,Tribal,2490R,Northern Cheyenne Indian Reservation,1837.2095,0.3058,0.1852,0.7204,0.3337,0.2101,0.0798,0.1459,0.0459
Rural,Tribal,2490T,Northern Cheyenne Off-Reservation Trust Land,26.4385,0.0000,0.0000,0.4821,0.1275,0.1633,0.0876,0.1235,0.0598
Rural,Tribal,2495R,North Fork Rancheria,0.3160,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667
Rural,Tribal,2495T,North Fork Off-Reservation Trust Land,1.6853,0.0000,0.0000,1.0000,0.9375,1.0000,0.8125,1.0000,0.8125
Rural,Tribal,2505R,Northwestern Shoshone Reservation,0.8427,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6250
Rural,Tribal,2510R,Ohkay Owingeh,53.6142,1.0000,0.9666,1.0000,1.0000,1.0000,0.9548,1.0000,0.7976
Rural,Tribal,2535R,Oil Springs Reservation,2.6333,0.0000,0.0000,1.0000,0.4000,0.5200,0.2400,0.3600,0.0800
Rural,Tribal,2550R,Omaha Reservation,801.7910,0.0000,0.0000,0.9995,0.7040,0.7514,0.2258,0.4970,0.1127
Rural,Tribal,2555R,Oneida Nation Reservation,1009.0854,0.0000,0.0000,0.9934,0.7916,0.9337,0.7068,0.8335,0.5886
Rural,Tribal,2560R,Oneida (WI) Reservation,218.2489,0.0000,0.0000,1.0000,0.9358,0.9406,0.7973,0.8243,0.6033
Rural,Tribal,2560T,Oneida (WI) Off-Reservation Trust Land,1.1587,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,2570R,Onondaga Nation Reservation,23.1732,0.0000,0.0000,1.0000,0.9045,0.9773,0.8545,0.9500,0.7909
Rural,Tribal,2580R,Ontonagon Reservation,8.7426,0.0000,0.0000,0.0843,0.0120,0.0482,0.0000,0.0482,0.0000
Rural,Tribal,2595R,Osage Reservation,5532.9056,0.0000,0.0000,0.9440,0.6294,0.7908,0.3745,0.5801,0.2385
Rural,Tribal,2625R,Paiute (UT) Reservation,117.0244,0.0000,0.0000,1.0000,0.8578,0.9109,0.5248,0.6832,0.4392
Rural,Tribal,2635R,Pala Reservation,49.9276,0.0000,0.0000,0.9789,0.8291,0.9072,0.6624,0.8017,0.4705
Rural,Tribal,2680R,Pascua Pueblo Yaqui Reservation,1.3693,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7692
Rural,Tribal,2680T,Pascua Pueblo Yaqui Off-Reservation Trust Land,3.5813,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9412
Rural,Tribal,2685R,Paskenta Rancheria,8.6373,0.0000,0.0000,1.0000,1.0000,1.0000,0.9634,1.0000,0.5976
Rural,Tribal,2695T,Passamaquoddy Trust Land,360.9745,0.0000,0.0000,0.0980,0.0140,0.0365,0.0111,0.0184,0.0047
Rural,Tribal,2715R,Pauma and Yuima Reservation,21.2772,0.0000,0.0000,0.9109,0.6485,0.8020,0.2277,0.6881,0.0594
Rural,Tribal,2745R,Pechanga Reservation,15.1679,0.0000,0.0000,0.9306,0.5625,0.8056,0.4861,0.6667,0.3472
Rural,Tribal,2760R,Penobscot Reservation,52.4556,0.0000,0.0000,0.9779,0.5261,0.7129,0.3855,0.3313,0.1084
Rural,Tribal,2760T,Penobscot Off-Reservation Trust Land,367.9264,0.0000,0.0000,0.2768,0.0298,0.1154,0.0266,0.0392,0.0060
Rural,Tribal,2775R,Picayune Rancheria,0.3160,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,2775T,Picayune Off-Reservation Trust Land,0.4213,0.0000,0.0000,1.0000,1.0000,1.0000,0.7500,1.0000,0.5000
Rural,Tribal,2785R,Picuris Pueblo,62.5675,0.7323,0.4562,0.9125,0.6094,0.0370,0.0000,0.0000,0.0000
Rural,Tribal,2810R,Pine Ridge Reservation,11140.8079,0.0310,0.0146,0.9655,0.6233,0.4976,0.1683,0.3767,0.1337
Rural,Tribal,2835T,Pit River Trust Land,1.0533,0.0000,0.0000,1.0000,0.9000,1.0000,0.5000,0.9000,0.4000
Rural,Tribal,2850R,Pleasant Point Reservation,2.4226,0.0000,0.0000,0.8261,0.5652,0.1304,0.0000,0.0000,0.0000
Rural,Tribal,2865R,Poarch Creek Reservation,0.9480,0.0000,0.0000,1.0000,0.5556,0.8889,0.1111,0.5556,0.0000
Rural,Tribal,2865T,Poarch Creek Off-Reservation Trust Land,0.5267,0.0000,0.0000,1.0000,1.0000,1.0000,0.6000,1.0000,0.4000
Rural,Tribal,2890R,Pokagon Reservation,2.8440,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,2890T,Pokagon Off-Reservation Trust Land,10.7439,0.0000,0.0000,1.0000,0.6863,0.8039,0.3333,0.4902,0.2647
Rural,Tribal,2900T,Ponca (NE) Trust Land,0.8427,0.7500,0.7500,1.0000,0.8750,1.0000,0.7500,0.5000,0.0000
Rural,Tribal,2910R,Port Gamble Reservation,7.5839,0.0000,0.0000,1.0000,0.8056,0.9167,0.5417,0.8194,0.2778
Rural,Tribal,2910T,Port Gamble Off-Reservation Trust Land,0.3160,0.0000,0.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.6667
Rural,Tribal,2925R,Port Madison Reservation,26.0171,0.0000,0.0000,1.0000,0.7692,0.8866,0.5951,0.7773,0.4737
Rural,Tribal,2980R,Prairie Band of Potawatomi Nation Reservation,303.9896,0.0000,0.0000,0.9983,0.8403,0.9044,0.4550,0.7748,0.3243
Rural,Tribal,2985R,Prairie Island Indian Community,2.4226,0.0000,0.0000,1.0000,1.0000,1.0000,0.8261,0.9565,0.6957
Rural,Tribal,2985T,Prairie Island Off-Reservation Trust Land,11.1652,0.0000,0.0000,1.0000,0.9906,0.9811,0.2830,0.8585,0.1038
Rural,Tribal,2990R,Pueblo of Pojoaque,48.2423,1.0000,0.9913,1.0000,0.9978,0.9978,0.6223,0.9672,0.3144
Rural,Tribal,2990T,Pojoaque Off-Reservation Trust Land,1.6853,1.0000,0.9375,1.0000,1.0000,1.0000,1.0000,1.0000,0.8125
Rural,Tribal,3000R,Puyallup Reservation,0.2107,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.5000
Rural,Tribal,3000T,Puyallup Off-Reservation Trust Land,0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.0000
Rural,Tribal,3010R,Pyramid Lake Paiute Reservation,1824.5696,0.2705,0.1670,0.6102,0.3521,0.1982,0.0304,0.1485,0.0160
Rural,Tribal,3020R,Quartz Valley Reservation,2.5280,0.0000,0.0000,1.0000,0.0417,0.4583,0.0000,0.0833,0.0000
Rural,Tribal,3020T,Quartz Valley Off-Reservation Trust Land,0.2107,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,3030R,Quileute Reservation,10.4279,0.0000,0.0000,0.8889,0.7475,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,3040R,Quinault Reservation,960.1057,0.0000,0.0000,0.9086,0.4448,0.4296,0.1246,0.2795,0.0597
Rural,Tribal,3070R,Ramona Village,1.8960,0.0000,0.0000,1.0000,0.8333,0.9444,0.7778,0.8889,0.7222
Rural,Tribal,3085R,Red Cliff Reservation,52.9822,0.0000,0.0000,0.4771,0.3141,0.3539,0.2187,0.1113,0.0577
Rural,Tribal,3085T,Red Cliff Off-Reservation Trust Land,1.8960,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.2222
Rural,Tribal,3095R,Redding Rancheria,0.5267,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,3100R,Red Lake Reservation,3035.1560,0.0000,0.0000,0.8139,0.1941,0.1994,0.0416,0.1550,0.0386
Rural,Tribal,3115R,Redwood Valley Rancheria,1.1587,0.0000,0.0000,1.0000,0.9091,1.0000,0.7273,0.8182,0.3636
Rural,Tribal,3130R,Reno-Sparks Indian Colony,62.3568,0.0338,0.0000,1.0000,0.8074,0.9628,0.5659,0.8446,0.4240
Rural,Tribal,3145R,Resighini Rancheria,0.9480,0.0000,0.0000,1.0000,0.8889,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,3165R,Rincon Reservation,14.3252,0.0000,0.0000,1.0000,0.9338,0.9926,0.7941,0.9559,0.6250
Rural,Tribal,3165T,Rincon Off-Reservation Trust Land,2.2120,0.0000,0.0000,0.9048,0.6190,0.7619,0.3810,0.5714,0.2857
Rural,Tribal,3185R,Roaring Creek Rancheria,0.3160,0.0000,0.0000,1.0000,0.6667,0.6667,0.0000,0.6667,0.0000
Rural,Tribal,3195R,Robinson Rancheria,0.7373,0.0000,0.0000,0.7143,0.7143,0.8571,0.7143,0.7143,0.4286
Rural,Tribal,3205R,Rocky Boy's Reservation,238.5781,0.0000,0.0000,0.7907,0.4817,0.4918,0.3051,0.4362,0.1956
Rural,Tribal,3205T,Rocky Boy's Off-Reservation Trust Land,224.1476,0.0000,0.0000,0.9991,0.8802,0.8914,0.2674,0.6602,0.0522
Rural,Tribal,3220T,Rohnerville (Rancheria) Trust Land,0.6320,0.0000,0.0000,1.0000,1.0000,1.0000,0.8333,1.0000,0.3333
Rural,Tribal,3235R,Rosebud Indian Reservation,3571.0877,0.0752,0.0342,0.9573,0.5957,0.6808,0.2889,0.5471,0.2453
Rural,Tribal,3235T,Rosebud Off-Reservation Trust Land,1512.8907,0.0006,0.0000,0.9547,0.5721,0.6308,0.2077,0.4945,0.1824
Rural,Tribal,3250R,Round Valley Reservation,29.8091,0.0000,0.0000,0.2438,0.0848,0.2933,0.1837,0.0530,0.0212
Rural,Tribal,3250T,Round Valley Off-Reservation Trust Land,65.2008,0.0000,0.0000,0.2585,0.0759,0.1454,0.0953,0.0420,0.0242
Rural,Tribal,3265R,Rumsey Indian Rancheria,1.8960,0.0000,0.0000,1.0000,0.7778,0.9444,0.5556,0.8889,0.5000
Rural,Tribal,3280R,Sac and Fox/Meskwaki Settlement,25.7011,0.0000,0.0000,1.0000,1.0000,1.0000,0.7910,0.6598,0.3361
Rural,Tribal,3280T,Sac and Fox/Meskwaki Off-Reservation Trust Land,0.9480,0.0000,0.0000,1.0000,0.8889,1.0000,0.7778,0.7778,0.3333
Rural,Tribal,3285R,Sac and Fox Nation Reservation,58.0382,0.0000,0.0000,1.0000,0.9601,0.6552,0.0962,0.6189,0.0962
Rural,Tribal,3285T,Sac and Fox Nation Off-Reservation Trust Land,1.4747,0.0000,0.0000,1.0000,1.0000,0.9286,0.7143,0.8571,0.6429
Rural,Tribal,3305R,St. Croix Reservation,7.7946,0.0000,0.0000,1.0000,0.2973,0.3514,0.0000,0.0676,0.0000
Rural,Tribal,3305T,St. Croix Off-Reservation Trust Land,1.3693,0.0000,0.0000,1.0000,0.9231,0.8462,0.8462,0.8462,0.4615
Rural,Tribal,3320R,St. Regis Mohawk Reservation,50.7703,0.0000,0.0000,0.9876,0.8465,0.9647,0.6266,0.8133,0.4627
Rural,Tribal,3340R,Salt River Reservation,181.4879,0.0012,0.0000,1.0000,0.9901,0.9930,0.9536,0.9808,0.9124
Rural,Tribal,3355R,San Carlos Reservation,6522.9257,0.1728,0.1184,0.4279,0.1432,0.0759,0.0069,0.0370,0.0023
Rural,Tribal,3370R,Sandia Pueblo,74.4701,0.0382,0.0000,1.0000,0.9986,1.0000,1.0000,1.0000,0.9986
Rural,Tribal,3400R,San Felipe Pueblo,181.2772,0.5938,0.0227,1.0000,0.8809,0.8937,0.4067,0.7316,0.2028
Rural,Tribal,3415R,San Ildefonso Pueblo,100.1712,0.9916,0.9211,1.0000,0.9411,0.8938,0.2871,0.7529,0.1504
Rural,Tribal,3415T,San Ildefonso Off-Reservation Trust Land,7.7946,1.0000,0.9189,1.0000,0.9865,0.8919,0.0811,0.6081,0.0000
Rural,Tribal,3445R,San Manuel Reservation,0.9480,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,3445T,San Manuel Off-Reservation Trust Land,0.3160,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,3460R,San Pasqual Reservation,5.1613,0.0000,0.0000,1.0000,0.9592,1.0000,0.9388,0.9796,0.9184
Rural,Tribal,3460T,San Pasqual Off-Reservation Trust Land,1.8960,0.0000,0.0000,1.0000,0.5000,0.8333,0.1667,0.4444,0.1111
Rural,Tribal,3480R,Santa Ana Pueblo,229.8355,0.4565,0.0779,1.0000,0.8776,0.9106,0.4950,0.7823,0.2699
Rural,Tribal,3495R,Santa Clara Pueblo,186.9652,0.7977,0.5431,0.9572,0.7307,0.6575,0.1442,0.4952,0.0828
Rural,Tribal,3495T,Santa Clara Off-Reservation Trust Land,4.3186,1.0000,0.4634,1.0000,0.8049,0.5610,0.0000,0.2195,0.0000
Rural,Tribal,3520R,Santa Rosa Rancheria,1.6853,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8750
Rural,Tribal,3525R,Santa Rosa Reservation,40.9743,0.0000,0.0000,0.9177,0.6247,0.6889,0.4833,0.6298,0.4704
Rural,Tribal,3550R,Santa Ysabel Reservation,52.8769,0.0000,0.0000,0.8924,0.5618,0.7072,0.3645,0.6215,0.2749
Rural,Tribal,3565R,Santee Reservation,477.0509,0.0601,0.0230,0.9660,0.6377,0.6271,0.3599,0.2137,0.0919
Rural,Tribal,3585R,Santo Domingo Pueblo,241.8434,0.7504,0.4325,1.0000,0.8049,0.6642,0.1006,0.3375,0.0431
Rural,Tribal,3625R,Sauk-Suiattle Reservation,0.2107,0.0000,0.0000,1.0000,0.0000,0.5000,0.0000,0.0000,0.0000
Rural,Tribal,3635R,Sault Ste. Marie Reservation,1.8960,0.0000,0.0000,1.0000,0.2222,0.9444,0.1667,0.7222,0.1111
Rural,Tribal,3635T,Sault Ste. Marie Off-Reservation Trust Land,1.8960,0.0000,0.0000,1.0000,0.5556,0.6111,0.2778,0.3889,0.1667
Rural,Tribal,3680T,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,12.2186,0.0000,0.0000,0.7241,0.3448,0.3190,0.3190,0.3190,0.3103
Rural,Tribal,3735R,Sherwood Valley Rancheria,1.3693,0.0000,0.0000,0.7692,0.0769,0.0769,0.0000,0.0769,0.0000
Rural,Tribal,3735T,Sherwood Valley Off-Reservation Trust Land,0.4213,0.0000,0.0000,1.0000,1.0000,1.0000,0.7500,1.0000,0.0000
Rural,Tribal,3750R,Shingle Springs Rancheria,0.6320,0.0000,0.0000,1.0000,0.6667,1.0000,0.6667,1.0000,0.5000
Rural,Tribal,3750T,Shingle Springs Off-Reservation Trust Land,0.5267,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,3780R,Shoalwater Bay Indian Reservation,3.5813,0.0000,0.0000,0.8529,0.2941,0.7059,0.0000,0.4412,0.0000
Rural,Tribal,3780T,Shoalwater Bay Off-Reservation Trust Land,1.3693,0.0000,0.0000,0.4615,0.0769,0.3077,0.0769,0.0769,0.0000
Rural,Tribal,3795R,Siletz Reservation,17.0639,0.0000,0.0000,0.3395,0.1296,0.1173,0.0370,0.0617,0.0247
Rural,Tribal,3795T,Siletz Off-Reservation Trust Land,2.8440,0.0000,0.0000,1.0000,0.4074,0.4444,0.2593,0.3333,0.1852
Rural,Tribal,3825R,Skokomish Reservation,27.3865,0.0000,0.0000,0.9538,0.8462,0.8346,0.5654,0.7500,0.2577
Rural,Tribal,3825T,Skokomish Off-Reservation Trust Land,1.0533,0.0000,0.0000,1.0000,1.0000,1.0000,0.3000,0.9000,0.0000
Rural,Tribal,3840R,Skull Valley Reservation,67.7288,0.0000,0.0000,1.0000,0.9580,0.9813,0.6128,0.8787,0.5194
Rural,Tribal,3855R,Smith River Rancheria,0.7373,0.0000,0.0000,1.0000,0.7143,0.8571,0.5714,0.4286,0.0000
Rural,Tribal,3855T,Smith River Off-Reservation Trust Land,0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000
Rural,Tribal,3860R,Snoqualmie Reservation,0.3160,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667
Rural,Tribal,3860T,Snoqualmie Off-Reservation Trust Land,0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,3870R,Soboba Reservation,23.5945,0.0000,0.0000,0.9554,0.6429,0.8973,0.6116,0.7946,0.5268
Rural,Tribal,3870T,Soboba Off-Reservation Trust Land,4.7400,0.0000,0.0000,0.5333,0.3556,0.5111,0.3778,0.4222,0.3778
Rural,Tribal,3885R,Sokaogon Chippewa Community,8.0053,0.0000,0.0000,1.0000,0.9868,0.0263,0.0000,0.0000,0.0000
Rural,Tribal,3885T,Sokaogon Chippewa Off-Reservation Trust Land,5.4773,0.0000,0.0000,1.0000,0.6923,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,3925R,Southern Ute Reservation,2456.8806,0.0791,0.0366,0.8350,0.4851,0.6544,0.2459,0.5411,0.1582
Rural,Tribal,3930R,South Fork Reservation,37.7090,0.0000,0.0000,0.9497,0.6313,0.8771,0.0559,0.6844,0.0028
Rural,Tribal,3930T,South Fork Off-Reservation Trust Land,28.2291,0.0000,0.0000,0.7201,0.5299,0.6231,0.1194,0.5187,0.0336
Rural,Tribal,3935R,Spirit Lake Reservation,987.2815,0.0000,0.0000,0.9889,0.8146,0.8754,0.4368,0.7833,0.4042
Rural,Tribal,3940R,Spokane Reservation,712.7850,0.0093,0.0001,0.9186,0.4948,0.4312,0.0763,0.2542,0.0624
Rural,Tribal,3940T,Spokane Off-Reservation Trust Land,1.3693,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,3955R,Squaxin Island Reservation,7.0573,0.0000,0.0000,1.0000,0.6119,0.6418,0.2687,0.4478,0.1642
Rural,Tribal,3955T,Squaxin Island Off-Reservation Trust Land,2.5280,0.0000,0.0000,0.9583,0.9583,0.9583,0.7917,0.9583,0.6667
Rural,Tribal,3970R,Standing Rock Reservation,9498.4635,0.0000,0.0000,0.9828,0.7854,0.5803,0.1853,0.3637,0.1210
Rural,Tribal,3980R,Stewart Community,9.7959,0.0000,0.0000,1.0000,0.9462,1.0000,0.9785,1.0000,0.9570
Rural,Tribal,3985R,Stewarts Point Rancheria,0.1053,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,3985T,Stewarts Point Off-Reservation Trust Land,2.0013,0.0000,0.0000,0.7895,0.1579,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,4000R,Stillaguamish Reservation,0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,4000T,Stillaguamish Off-Reservation Trust Land,3.8973,0.0000,0.0000,1.0000,0.9730,1.0000,0.9189,0.9459,0.7838
Rural,Tribal,4015R,Stockbridge Munsee Community,58.6702,0.0000,0.0000,1.0000,0.9282,0.1490,0.0000,0.1005,0.0000
Rural,Tribal,4015T,Stockbridge Munsee Off-Reservation Trust Land,7.4786,0.0000,0.0000,1.0000,0.9718,0.3521,0.0141,0.1831,0.0000
Rural,Tribal,4045R,Summit Lake Reservation,48.9796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,4045T,Summit Lake Off-Reservation Trust Land,1.0533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,4060R,Susanville Indian Rancheria,3.8973,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,4060T,Susanville Off-Reservation Trust Land,1.4747,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,4075R,Swinomish Reservation,62.7782,0.0000,0.0000,0.6107,0.3826,0.8876,0.7735,0.8305,0.6980
Rural,Tribal,4090R,Sycuan Reservation,2.3173,0.0000,0.0000,1.0000,0.8636,0.9545,0.7727,0.8182,0.7727
Rural,Tribal,4090T,Sycuan Off-Reservation Trust Land,6.3200,0.0000,0.0000,1.0000,1.0000,1.0000,0.8333,0.9833,0.6833
Rural,Tribal,4095R,Table Bluff Reservation,0.3160,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,4110R,Table Mountain Rancheria,0.2107,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,4110T,Table Mountain Off-Reservation Trust Land,2.4226,0.0000,0.0000,1.0000,0.8696,1.0000,0.6087,1.0000,0.3913
Rural,Tribal,4140R,Taos Pueblo,351.0732,0.6169,0.2919,0.7969,0.4662,0.5584,0.1449,0.3855,0.0936
Rural,Tribal,4140T,Taos Off-Reservation Trust Land,2.8440,0.9630,0.5185,1.0000,1.0000,1.0000,0.9259,1.0000,0.6296
Rural,Tribal,4170R,Tesuque Pueblo,60.2502,1.0000,0.9913,1.0000,0.9983,0.9738,0.3479,0.8654,0.1748
Rural,Tribal,4170T,Tesuque Off-Reservation Trust Land,1.1587,0.9091,0.3636,1.0000,0.8182,0.9091,0.0909,0.2727,0.0909
Rural,Tribal,4180R,Timbi-Sha Shoshone Reservation,29.3878,0.6416,0.5735,0.7742,0.5269,0.4265,0.3835,0.3835,0.3835
Rural,Tribal,4180T,Timbi-Sha Shoshone Off-Reservation Trust Land,1.1587,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,4200R,Tohono O'odham Nation Reservation,9879.4512,0.3340,0.1532,0.8232,0.3303,0.0607,0.0288,0.0526,0.0169
Rural,Tribal,4225R,Tonawanda Reservation,29.0718,0.0000,0.0000,0.9565,0.2029,0.6558,0.1594,0.3949,0.1051
Rural,Tribal,4235T,Tonto Apache Off-Reservation Trust Land,0.9480,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,4255R,Torres-Martinez Reservation,111.9684,0.0000,0.0000,1.0000,0.9737,0.9906,0.8984,0.9727,0.7582
Rural,Tribal,4275R,Trinidad Rancheria,0.2107,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5000
Rural,Tribal,4275T,Trinidad Off-Reservation Trust Land,0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.0000
Rural,Tribal,4290R,Tulalip Reservation,136.4056,0.0000,0.0000,0.6386,0.5707,0.9807,0.7668,0.8811,0.6942
Rural,Tribal,4300R,Tule River Reservation,200.1318,0.0000,0.0000,0.4421,0.0263,0.1389,0.0068,0.0684,0.0000
Rural,Tribal,4300T,Tule River Off-Reservation Trust Land,0.2107,0.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.0000
Rural,Tribal,4315R,Tunica-Biloxi Reservation,1.0533,0.0000,0.0000,1.0000,1.0000,1.0000,0.8000,0.5000,0.3000
Rural,Tribal,4315T,Tunica-Biloxi Off-Reservation Trust Land,1.1587,0.0000,0.0000,1.0000,1.0000,1.0000,0.8182,0.6364,0.4545
Rural,Tribal,4330R,Tuolumne Rancheria,1.5800,0.0000,0.0000,1.0000,0.8667,0.8000,0.2000,0.6667,0.0667
Rural,Tribal,4345R,Turtle Mountain Reservation,176.4319,0.0000,0.0000,1.0000,0.9200,0.8561,0.5313,0.7994,0.4519
Rural,Tribal,4345T,Turtle Mountain Off-Reservation Trust Land,424.5953,0.3528,0.2984,0.9350,0.6879,0.5480,0.1960,0.3972,0.1585
Rural,Tribal,4360R,Tuscarora Nation Reservation,22.6465,0.0000,0.0000,1.0000,0.5395,1.0000,0.9907,1.0000,0.9535
Rural,Tribal,4375R,Twenty-Nine Palms Reservation,0.6320,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,4375T,Twenty-Nine Palms Off-Reservation Trust Land,0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,4390R,Uintah and Ouray Reservation,16386.0504,0.0000,0.0000,0.7816,0.5658,0.4684,0.1455,0.3095,0.0842
Rural,Tribal,4390T,Uintah and Ouray Off-Reservation Trust Land,3.1600,0.0000,0.0000,0.9000,0.6000,0.7333,0.0000,0.7000,0.0000
Rural,Tribal,4405R,Umatilla Reservation,738.9075,0.0001,0.0000,0.8748,0.6396,0.7297,0.3783,0.6222,0.1036
Rural,Tribal,4405T,Umatilla Off-Reservation Trust Land,15.0625,0.0070,0.0070,1.0000,0.9930,0.9790,0.9371,0.9580,0.4895
Rural,Tribal,4430R,Upper Lake Rancheria,1.6853,0.0000,0.0000,1.0000,0.8750,0.8125,0.3125,0.5625,0.2500
Rural,Tribal,4445R,Upper Sioux Community,5.4773,0.0000,0.0000,1.0000,0.9808,0.9808,0.7885,0.8654,0.2885
Rural,Tribal,4445T,Upper Sioux Off-Reservation Trust Land,0.5267,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
