"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US55015","Calumet County, Wisconsin","20975","262","2.3","0.6","1.7","0.6","4.0","0.7","7.6","1.4","9.8","1.2","17.4","1.7","14.0","1.4","22.4","1.7","12.2","1.5","8.6","1.0","87700","2708","107242","4466","26.8","(X)","(X)","(X)","(X)","(X)","14837","421","1.3","0.7","0.9","0.6","1.9","0.7","4.9","1.5","7.5","1.2","15.2","1.8","13.4","1.5","27.8","2.1","16.2","2.1","11.1","1.4","108396","4868","125555","6280","(X)","(X)","25.0","(X)","(X)","(X)","12526","418","0.5","0.3","0.7","0.5","0.7","0.3","2.7","0.9","5.7","1.2","13.8","1.8","13.9","1.8","30.8","2.4","18.5","2.3","12.6","1.6","118140","3301","136179","6700","(X)","(X)","(X)","(X)","(X)","(X)","6138","391","5.5","1.9","3.6","1.5","10.1","2.4","16.6","4.4","16.1","2.9","21.5","3.1","13.8","2.8","9.4","2.7","1.8","0.8","1.6","0.9","47815","3686","58088","3494","(X)","(X)","(X)","(X)","29.0","(X)",
"0500000US55017","Chippewa County, Wisconsin","26567","336","2.7","0.8","3.8","1.0","6.3","1.0","8.0","1.3","11.1","1.3","18.7","1.4","14.1","1.4","20.4","1.6","8.6","1.1","6.4","1.0","74009","2884","93401","3546","31.1","(X)","(X)","(X)","(X)","(X)","16889","579","2.0","0.9","1.1","0.5","3.5","0.8","4.1","1.0","11.1","1.8","16.2","1.5","15.3","1.6","25.7","1.8","12.4","1.5","8.6","1.4","94845","3737","110797","4534","(X)","(X)","31.6","(X)","(X)","(X)","13666","584","1.0","0.4","0.9","0.6","2.4","0.6","3.1","0.7","7.5","1.3","15.2","1.7","15.7","1.7","29.1","2.0","14.8","2.0","10.4","1.6","105027","3566","122579","5563","(X)","(X)","(X)","(X)","(X)","(X)","9678","583","5.2","1.8","7.6","2.0","12.1","2.2","15.5","3.3","13.1","2.2","22.8","3.1","10.7","2.1","9.6","2.8","1.2","0.7","2.1","1.4","45967","4315","59040","4956","(X)","(X)","(X)","(X)","29.5","(X)",
"0500000US55019","Clark County, Wisconsin","12692","187","3.2","0.5","3.9","0.7","7.1","0.9","7.5","0.9","13.6","1.1","20.6","1.3","14.3","1.2","17.6","1.1","7.1","0.8","5.1","0.7","66250","1331","86275","2713","38.9","(X)","(X)","(X)","(X)","(X)","8616","212","2.6","0.6","1.5","0.4","3.0","0.5","6.0","0.9","11.9","1.2","20.8","1.6","16.1","1.5","22.5","1.6","8.8","1.0","6.9","0.9","81755","3781","101215","3073","(X)","(X)","41.4","(X)","(X)","(X)","7099","200","1.5","0.5","1.2","0.4","2.5","0.5","4.8","1.0","10.8","1.4","20.2","1.8","17.3","1.6","24.0","1.7","9.6","1.2","8.3","1.2","89349","2854","108948","3755","(X)","(X)","(X)","(X)","(X)","(X)","4076","221","6.3","1.2","9.2","1.8","16.6","2.2","11.1","2.2","18.1","2.1","19.8","2.4","9.5","1.5","7.1","1.2","1.4","0.5","0.9","0.4","39744","1547","49669","2199","(X)","(X)","(X)","(X)","30.9","(X)",
"0500000US55021","Columbia County, Wisconsin","24231","323","3.7","0.7","2.3","0.6","5.5","0.9","6.4","1.0","10.2","1.1","17.7","1.5","15.3","1.1","20.1","1.3","10.5","0.9","8.3","0.9","82792","2876","98820","2203","36.7","(X)","(X)","(X)","(X)","(X)","15896","386","2.4","0.8","1.2","0.5","1.7","0.5","4.7","1.0","7.1","1.1","16.6","1.6","17.6","1.5","24.1","1.7","13.4","1.4","11.2","1.3","98242","2872","116573","3412","(X)","(X)","36.6","(X)","(X)","(X)","12568","388","1.7","0.8","0.9","0.5","0.6","0.3","2.6","0.8","5.7","1.4","14.1","1.6","17.7","1.5","26.8","2.2","16.4","1.7","13.5","1.6","112763","3940","128021","3910","(X)","(X)","(X)","(X)","(X)","(X)","8335","354","6.6","1.4","4.5","1.5","13.4","2.2","11.7","2.3","16.1","2.2","21.6","2.9","10.6","2.0","10.6","2.1","2.8","0.9","2.0","1.3","48253","2533","58601","3066","(X)","(X)","(X)","(X)","35.2","(X)",
"0500000US55023","Crawford County, Wisconsin","6665","150","3.6","0.9","3.8","0.9","8.6","1.4","11.5","1.9","12.5","1.9","17.9","1.7","16.3","1.7","15.6","1.5","5.6","1.0","4.7","0.9","63496","4775","80220","3399","35.5","(X)","(X)","(X)","(X)","(X)","4161","194","1.7","0.8","1.4","0.5","5.0","1.5","8.5","2.2","12.4","1.8","17.6","2.4","20.0","2.1","20.2","2.0","7.9","1.5","5.2","1.0","79701","4060","93894","4069","(X)","(X)","35.4","(X)","(X)","(X)","3317","190","1.2","0.8","0.9","0.4","3.3","1.2","7.5","2.4","9.4","1.8","16.4","2.5","22.2","2.6","23.7","2.4","9.0","1.8","6.5","1.3","88696","2095","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2504","201","6.9","2.1","8.7","2.2","15.4","3.0","17.0","3.8","13.5","3.6","18.6","2.6","8.4","2.4","6.6","2.4","1.7","1.1","3.3","1.6","37125","4977","53909","5823","(X)","(X)","(X)","(X)","34.9","(X)",
"0500000US55025","Dane County, Wisconsin","245736","906","4.2","0.3","2.3","0.3","5.2","0.4","5.9","0.4","9.3","0.6","15.8","0.6","13.0","0.6","19.2","0.6","11.7","0.5","13.5","0.6","88108","1559","117041","2617","25.3","(X)","(X)","(X)","(X)","(X)","132878","1775","1.7","0.4","0.8","0.2","2.6","0.4","2.4","0.3","5.9","0.6","12.4","0.8","12.8","0.7","23.5","0.8","17.1","0.8","20.7","0.9","122020","2341","151007","4336","(X)","(X)","26.6","(X)","(X)","(X)","106425","1934","0.6","0.2","0.3","0.1","1.4","0.4","1.4","0.2","3.6","0.5","10.1","0.8","12.0","0.8","25.7","0.9","20.0","1.0","24.9","1.2","139031","2570","169047","5390","(X)","(X)","(X)","(X)","(X)","(X)","112858","1780","7.5","0.6","4.2","0.5","8.3","0.7","10.2","0.8","14.0","1.0","20.1","1.0","13.3","0.8","13.5","0.9","4.8","0.5","4.1","0.5","56585","1362","73538","2073","(X)","(X)","(X)","(X)","23.1","(X)",
"0500000US55027","Dodge County, Wisconsin","35723","336","3.3","0.5","2.2","0.5","5.5","0.7","7.8","1.1","11.9","1.1","20.2","1.4","14.7","1.2","21.5","1.4","7.9","0.9","5.1","0.7","73992","1815","88987","1915","41.6","(X)","(X)","(X)","(X)","(X)","22404","586","1.9","0.6","1.1","0.5","2.8","0.6","4.4","0.9","9.9","1.2","18.5","1.7","16.4","1.4","27.2","1.9","11.2","1.3","6.6","0.9","91528","3034","104368","2637","(X)","(X)","41.5","(X)","(X)","(X)","17543","507","0.7","0.2","0.5","0.4","1.5","0.5","3.0","0.8","6.4","0.8","17.4","1.9","16.6","1.4","31.7","2.2","13.8","1.6","8.1","1.2","105069","2443","116242","3145","(X)","(X)","(X)","(X)","(X)","(X)","13319","594","6.5","1.1","4.3","1.1","10.7","1.5","13.6","2.6","16.5","2.1","23.6","2.6","11.4","1.9","10.4","1.9","1.4","0.5","1.8","0.8","48409","3459","58595","2866","(X)","(X)","(X)","(X)","40.5","(X)",
"0500000US55029","Door County, Wisconsin","14377","352","4.5","1.3","3.4","0.9","5.7","1.3","7.5","1.4","12.3","1.8","19.1","2.1","12.3","1.5","20.0","1.8","7.1","1.1","8.1","1.2","71785","3032","99914","4610","31.5","(X)","(X)","(X)","(X)","(X)","8815","334","2.5","1.4","1.6","0.8","2.3","1.0","2.6","0.7","9.1","1.7","18.2","2.6","15.5","2.0","25.8","2.5","10.5","1.6","12.0","1.7","95974","5032","124940","6492","(X)","(X)","29.9","(X)","(X)","(X)","7664","322","1.1","0.5","1.3","0.6","1.6","0.7","2.0","0.6","8.2","1.7","16.4","2.5","15.8","2.0","28.4","2.7","12.0","1.8","13.1","1.8","106856","5296","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5562","391","8.3","2.8","6.4","2.1","10.9","2.6","15.6","3.5","17.7","3.6","22.7","3.8","7.3","1.7","7.9","2.2","1.8","0.9","1.6","0.8","43484","4830","57181","5601","(X)","(X)","(X)","(X)","31.4","(X)",
"0500000US55031","Douglas County, Wisconsin","18947","252","4.0","0.8","4.6","1.1","6.6","1.1","9.1","1.4","11.5","1.3","15.7","1.6","14.0","1.4","20.5","1.5","8.8","1.2","5.3","0.8","72579","3418","86804","2387","34.4","(X)","(X)","(X)","(X)","(X)","10971","440","2.3","0.9","1.1","0.6","2.7","0.7","5.4","1.1","8.1","1.3","15.1","1.8","17.2","1.8","27.4","2.3","12.9","1.8","7.7","1.3","97945","3054","108517","3911","(X)","(X)","32.7","(X)","(X)","(X)","8661","426","0.6","0.3","0.8","0.4","1.4","0.6","4.1","0.9","5.8","1.1","12.8","1.5","18.2","2.1","31.0","2.6","15.8","2.1","9.5","1.6","110939","3193","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7976","434","6.7","1.5","9.3","2.3","12.4","2.5","14.6","2.6","17.3","2.6","18.9","2.9","8.0","1.7","8.9","1.6","2.5","1.2","1.3","0.6","39689","1981","52555","3046","(X)","(X)","(X)","(X)","35.2","(X)",
"0500000US55033","Dunn County, Wisconsin","17369","230","4.3","1.1","3.9","0.9","7.9","1.3","6.9","0.9","10.6","1.3","18.3","1.4","15.8","1.3","17.3","1.7","8.3","1.1","6.7","1.1","71785","2721","88965","3090","32.1","(X)","(X)","(X)","(X)","(X)","10261","393","1.3","0.6","1.0","0.5","4.8","1.5","4.5","1.0","7.8","1.2","18.5","2.0","18.2","1.6","22.7","2.2","11.4","1.4","9.9","1.6","91407","2142","109148","4149","(X)","(X)","33.2","(X)","(X)","(X)","8139","352","0.5","0.3","0.3","0.3","3.7","1.3","3.1","0.8","6.7","1.2","14.9","1.9","19.0","1.8","26.4","2.4","13.2","1.8","12.1","2.0","102639","3071","120986","4792","(X)","(X)","(X)","(X)","(X)","(X)","7108","382","9.1","2.5","8.4","2.0","13.6","2.6","10.5","1.9","16.2","2.8","19.0","2.8","11.3","1.8","7.5","2.3","2.7","1.6","1.7","0.8","42654","3340","54818","3807","(X)","(X)","(X)","(X)","29.5","(X)",
"0500000US55035","Eau Claire County, Wisconsin","43261","422","3.2","0.6","2.9","0.6","6.3","0.9","7.3","1.0","12.5","1.4","19.7","1.7","13.1","1.0","20.0","1.3","7.3","0.7","7.7","0.9","71834","2447","96941","4065","33.5","(X)","(X)","(X)","(X)","(X)","24777","720","1.2","0.5","1.2","0.5","2.6","0.7","3.8","0.9","9.8","2.0","17.9","2.1","13.9","1.4","27.0","2.2","10.5","1.1","12.1","1.5","99484","3719","122851","6377","(X)","(X)","33.7","(X)","(X)","(X)","19627","643","0.6","0.4","0.7","0.3","1.7","0.7","2.2","0.7","6.7","1.8","16.0","2.1","14.0","1.5","31.0","2.5","12.6","1.4","14.4","1.9","110602","4010","136480","7741","(X)","(X)","(X)","(X)","(X)","(X)","18484","819","6.3","1.4","5.3","1.4","11.5","1.7","12.7","2.3","17.9","2.4","21.8","2.8","12.1","1.8","8.1","1.5","2.7","1.0","1.6","0.5","46797","2128","58844","3754","(X)","(X)","(X)","(X)","31.4","(X)",
"0500000US55037","Florence County, Wisconsin","2110","99","2.3","1.1","5.4","2.6","8.7","3.4","8.4","3.1","13.6","3.8","21.1","4.0","15.5","3.3","17.6","3.0","5.1","1.4","2.3","1.0","62786","7022","78755","7136","35.5","(X)","(X)","(X)","(X)","(X)","1385","105","1.4","0.8","2.2","1.5","2.7","1.3","6.9","4.9","11.1","3.6","23.9","4.7","18.7","4.7","23.5","4.3","6.1","2.3","3.5","1.4","76750","6807","94749","9805","(X)","(X)","33.9","(X)","(X)","(X)","1157","112","0.9","0.6","2.6","1.8","1.7","1.3","7.5","5.8","7.7","3.1","21.3","5.0","21.1","5.5","26.7","4.9","6.7","2.5","3.7","1.6","85469","8290","N","N","(X)","(X)","(X)","(X)","(X)","(X)","725","127","5.2","3.0","10.9","6.9","20.0","8.8","11.4","4.1","18.1","8.5","16.7","6.0","10.3","4.4","6.2","2.9","1.1","1.0","0.0","3.1","35972","5646","45725","5742","(X)","(X)","(X)","(X)","37.9","(X)",
"0500000US55039","Fond du Lac County, Wisconsin","43016","415","3.0","0.6","3.2","0.8","6.0","1.0","7.4","1.0","11.6","1.1","19.9","1.6","14.0","1.2","20.4","1.3","8.8","0.9","5.7","0.6","73154","2698","91108","2106","30.4","(X)","(X)","(X)","(X)","(X)","26259","617","1.4","0.6","1.4","0.6","2.1","0.6","4.4","1.1","9.2","1.3","17.5","1.6","15.6","1.6","27.5","1.7","12.6","1.4","8.4","0.9","97932","2575","111723","3336","(X)","(X)","29.5","(X)","(X)","(X)","21539","630","0.3","0.1","0.5","0.4","0.9","0.4","3.1","0.8","6.9","1.2","16.5","1.6","16.2","1.6","30.9","2.0","14.7","1.7","9.9","1.1","106590","2166","121793","3672","(X)","(X)","(X)","(X)","(X)","(X)","16757","732","6.5","1.4","7.0","1.9","12.8","2.1","12.0","1.7","15.8","2.0","23.9","2.5","10.8","1.8","7.7","1.6","2.3","0.9","1.2","0.5","44935","4043","54448","2849","(X)","(X)","(X)","(X)","30.4","(X)",
"0500000US55041","Forest County, Wisconsin","3952","129","5.3","1.3","4.8","1.0","10.8","1.9","8.9","1.4","11.0","1.4","20.6","1.8","15.4","2.1","14.6","2.0","4.5","1.2","4.0","0.9","59727","4463","73293","3158","35.5","(X)","(X)","(X)","(X)","(X)","2609","108","3.3","1.1","2.3","1.2","6.6","2.1","7.6","1.4","11.2","1.9","23.8","2.6","16.3","2.7","18.5","2.4","4.8","1.3","5.6","1.4","70915","2758","83600","3800","(X)","(X)","38.0","(X)","(X)","(X)","2000","116","1.8","1.0","1.4","0.9","6.2","2.5","5.7","1.4","9.4","1.5","22.6","2.7","19.3","3.3","20.6","3.3","6.0","1.5","7.2","1.7","79071","6474","92992","4461","(X)","(X)","(X)","(X)","(X)","(X)","1343","128","10.6","2.9","9.7","2.8","18.3","3.3","13.0","2.9","12.6","2.5","17.0","3.1","10.9","3.2","3.2","1.6","3.9","2.0","0.9","0.8","34023","3410","48263","4961","(X)","(X)","(X)","(X)","29.6","(X)",
"0500000US55043","Grant County, Wisconsin","19913","253","4.3","1.0","3.7","0.7","6.9","0.9","9.7","1.2","13.6","1.2","20.0","1.4","13.1","1.2","17.6","1.4","6.9","1.0","4.3","0.7","64349","1798","82821","2961","38.2","(X)","(X)","(X)","(X)","(X)","12089","292","2.4","0.7","1.7","0.4","3.1","0.6","5.5","1.0","10.8","1.3","18.9","1.7","16.3","1.8","25.0","2.2","9.8","1.5","6.5","1.2","85715","4354","102075","4075","(X)","(X)","39.2","(X)","(X)","(X)","9958","322","1.2","0.5","1.0","0.3","2.3","0.5","4.5","1.0","8.7","1.2","17.5","1.7","17.7","1.9","28.1","2.6","11.4","1.8","7.5","1.4","95176","4378","110932","4461","(X)","(X)","(X)","(X)","(X)","(X)","7824","320","7.5","2.2","6.9","1.8","13.4","2.2","16.9","2.5","18.7","2.6","21.5","2.5","7.3","1.4","5.3","1.2","1.7","0.9","0.8","0.4","39276","3212","50208","4611","(X)","(X)","(X)","(X)","35.7","(X)",
"0500000US55045","Green County, Wisconsin","15609","203","3.2","1.1","2.5","0.7","6.3","1.1","7.1","1.1","9.6","1.1","18.3","1.7","16.8","1.7","19.5","1.2","9.2","1.2","7.5","0.8","80248","2773","96605","2959","30.3","(X)","(X)","(X)","(X)","(X)","9590","308","0.5","0.3","1.1","0.7","1.8","0.7","4.2","1.0","7.7","1.2","15.5","1.6","20.7","2.1","25.7","1.9","11.8","1.5","10.9","1.2","97889","3821","118250","3541","(X)","(X)","29.2","(X)","(X)","(X)","7725","287","0.3","0.2","0.5","0.3","1.2","0.4","2.2","0.6","5.5","1.0","14.3","1.6","20.2","2.3","29.4","2.1","13.2","1.5","13.1","1.5","108074","3302","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6019","375","7.7","2.7","4.9","1.5","13.6","2.8","12.2","2.6","13.7","2.5","23.4","3.7","10.5","2.6","7.7","1.7","4.5","1.9","1.7","0.7","46798","5472","58994","3916","(X)","(X)","(X)","(X)","31.8","(X)",
"0500000US55047","Green Lake County, Wisconsin","8143","164","4.5","1.2","2.6","0.9","7.9","1.5","9.1","1.9","11.6","1.7","19.2","2.0","14.0","1.5","18.8","1.9","6.9","1.1","5.5","1.0","66917","2569","87958","3817","34.4","(X)","(X)","(X)","(X)","(X)","5256","225","3.5","1.2","1.3","0.7","3.7","1.1","6.7","2.3","9.3","1.7","18.2","2.2","16.5","2.2","24.2","2.6","9.1","1.5","7.4","1.4","84651","5410","104552","5418","(X)","(X)","34.9","(X)","(X)","(X)","4123","203","1.7","0.9","0.7","0.4","2.2","1.0","4.1","1.2","8.9","2.1","18.6","2.4","16.6","2.4","27.9","2.8","11.0","1.9","8.4","1.5","96530","4541","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2887","241","8.0","2.7","4.7","1.9","16.2","3.6","12.6","2.8","16.5","3.7","21.3","4.3","10.0","1.9","7.0","2.3","1.8","1.0","1.9","0.8","42445","5992","54258","4232","(X)","(X)","(X)","(X)","31.3","(X)",
"0500000US55049","Iowa County, Wisconsin","9951","148","4.8","1.2","3.5","1.1","4.1","0.8","6.1","1.4","10.5","1.5","16.7","1.7","15.5","2.0","21.5","1.6","9.2","1.6","8.1","1.5","83372","3832","97487","3691","35.0","(X)","(X)","(X)","(X)","(X)","6261","203","1.4","0.5","0.6","0.3","1.6","0.5","3.8","1.1","6.7","1.1","15.7","1.7","17.3","2.1","28.9","2.2","13.4","2.4","10.5","2.0","104962","4599","117568","3542","(X)","(X)","33.2","(X)","(X)","(X)","5215","206","1.0","0.5","0.3","0.2","0.9","0.3","3.4","1.4","5.3","1.1","13.6","1.8","16.5","2.1","31.4","2.6","15.6","2.8","11.9","2.4","114002","3088","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3690","230","11.0","3.3","8.5","2.9","8.5","1.9","10.4","2.9","17.0","3.8","18.8","3.1","13.6","3.9","7.4","2.0","1.1","0.6","3.8","1.8","45179","3454","60249","6634","(X)","(X)","(X)","(X)","36.4","(X)",
"0500000US55051","Iron County, Wisconsin","2949","130","5.1","1.3","3.3","1.0","8.7","1.6","11.6","2.7","12.8","2.0","21.2","2.6","12.2","1.8","17.3","2.1","4.7","1.1","3.2","0.8","59058","4004","73582","3593","33.1","(X)","(X)","(X)","(X)","(X)","1772","98","2.0","1.5","1.6","1.0","4.1","1.4","7.6","1.9","10.8","1.9","23.0","3.7","19.1","2.8","21.7","3.4","6.1","1.5","4.1","1.0","75882","3660","87152","4572","(X)","(X)","34.4","(X)","(X)","(X)","1412","98","2.0","1.9","0.4","0.4","2.8","1.2","4.2","1.6","9.7","2.0","24.5","4.3","19.4","3.1","24.6","3.6","7.5","1.8","4.9","1.3","81181","5452","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1177","110","9.7","2.4","6.5","2.3","16.1","3.4","19.4","5.6","15.5","4.2","16.7","3.6","5.9","1.7","6.5","1.9","1.9","1.3","1.8","1.3","34326","2386","49970","5679","(X)","(X)","(X)","(X)","30.6","(X)",
"0500000US55053","Jackson County, Wisconsin","8198","134","4.4","0.9","5.6","1.4","8.4","1.6","7.6","1.1","11.7","1.8","20.5","2.1","13.8","1.6","17.1","1.7","5.4","1.0","5.4","1.1","65508","2821","82194","3817","34.7","(X)","(X)","(X)","(X)","(X)","5189","159","2.5","0.9","0.9","0.4","3.4","0.9","6.3","1.4","10.3","1.7","23.0","2.4","16.1","2.0","21.9","2.3","7.9","1.6","7.6","1.7","80891","4322","100984","5741","(X)","(X)","37.2","(X)","(X)","(X)","4149","161","1.1","0.5","0.7","0.3","1.9","0.8","4.8","1.3","9.2","1.9","23.3","3.0","16.8","2.4","23.5","2.9","9.5","2.0","9.1","2.1","88774","4165","110538","6576","(X)","(X)","(X)","(X)","(X)","(X)","3009","164","8.9","2.1","13.6","3.5","17.3","4.1","10.9","2.4","15.4","3.8","15.6","2.8","10.0","2.9","6.1","2.2","0.8","0.4","1.4","1.1","34173","4218","45988","3912","(X)","(X)","(X)","(X)","29.1","(X)",
"0500000US55055","Jefferson County, Wisconsin","34455","397","4.4","1.3","2.3","0.5","4.9","0.8","5.8","1.0","10.3","1.0","18.1","1.5","14.5","1.2","22.4","1.6","10.5","1.0","6.7","0.8","80604","3319","97779","2475","32.4","(X)","(X)","(X)","(X)","(X)","21880","515","2.4","0.7","1.3","0.6","2.3","0.7","2.7","0.7","7.3","0.9","16.8","1.7","16.6","1.6","27.7","2.0","14.6","1.5","8.2","0.9","100612","2908","114397","3029","(X)","(X)","31.6","(X)","(X)","(X)","17356","545","0.7","0.4","1.0","0.7","1.3","0.5","1.4","0.5","5.4","0.9","15.4","1.8","16.9","1.9","30.6","2.1","17.4","1.8","9.8","1.1","112808","3174","126380","3227","(X)","(X)","(X)","(X)","(X)","(X)","12575","612","9.1","3.0","4.0","1.1","9.8","2.0","12.3","2.7","16.3","2.4","21.1","2.7","10.8","2.1","11.1","2.1","2.1","0.9","3.3","1.4","48222","3788","62847","4642","(X)","(X)","(X)","(X)","32.7","(X)",
"0500000US55057","Juneau County, Wisconsin","10793","235","4.0","0.9","4.2","0.9","8.3","1.2","8.9","1.5","12.1","1.2","19.7","1.4","17.1","1.7","16.7","1.5","5.3","0.9","3.7","0.7","65150","2348","78183","2972","32.8","(X)","(X)","(X)","(X)","(X)","6717","217","3.1","0.9","1.4","0.5","4.8","1.6","5.6","1.1","10.7","1.6","20.2","2.0","20.3","2.1","22.1","2.2","7.4","1.4","4.4","0.9","79457","3448","90683","3866","(X)","(X)","33.9","(X)","(X)","(X)","5241","211","1.0","0.4","0.7","0.3","3.5","1.8","4.8","1.2","8.9","1.5","20.3","2.2","21.1","2.5","25.7","2.6","8.8","1.7","5.3","1.1","88804","3640","99107","4044","(X)","(X)","(X)","(X)","(X)","(X)","4076","234","7.0","1.6","8.6","2.2","14.2","2.3","15.3","3.5","16.1","2.5","18.4","2.5","10.5","2.2","7.6","1.7","1.1","0.4","1.1","0.5","40735","3629","52273","3859","(X)","(X)","(X)","(X)","28.3","(X)",
"0500000US55059","Kenosha County, Wisconsin","67631","591","4.0","0.6","3.1","0.5","6.0","0.6","6.7","0.8","10.3","1.0","17.3","1.2","13.7","1.1","18.9","1.1","11.1","1.0","8.9","0.8","79412","2215","99465","2176","34.3","(X)","(X)","(X)","(X)","(X)","43400","839","2.7","0.5","1.3","0.5","4.1","0.7","4.1","0.7","8.5","1.0","14.9","1.3","13.8","1.3","23.9","1.7","14.5","1.2","12.1","1.2","100790","2925","118112","3122","(X)","(X)","36.2","(X)","(X)","(X)","31903","860","1.6","0.5","0.8","0.4","1.7","0.5","2.4","0.8","5.5","1.1","12.4","1.4","14.1","1.6","27.8","2.2","18.2","1.6","15.8","1.7","118914","3435","136959","4188","(X)","(X)","(X)","(X)","(X)","(X)","24231","932","7.4","1.4","6.4","1.1","10.9","1.5","12.5","1.6","15.8","2.0","20.2","2.3","11.5","1.7","8.9","1.3","4.0","1.0","2.5","0.7","47078","1995","59998","2618","(X)","(X)","(X)","(X)","29.2","(X)",
"0500000US55061","Kewaunee County, Wisconsin","8299","156","3.4","0.9","3.9","1.3","3.4","0.9","6.0","1.5","10.9","1.4","19.4","1.9","15.6","1.9","22.6","2.0","9.5","1.8","5.4","0.9","80085","3191","94566","4731","35.4","(X)","(X)","(X)","(X)","(X)","5772","197","1.9","0.8","1.3","0.9","1.8","0.6","3.2","1.2","8.4","1.6","18.1","2.0","18.5","2.3","28.6","2.4","11.4","2.2","6.9","1.4","95526","4308","108511","5970","(X)","(X)","35.2","(X)","(X)","(X)","4975","174","1.0","0.6","0.4","0.4","1.4","0.6","2.2","0.9","7.2","1.6","16.5","2.1","20.0","2.5","30.8","2.7","12.8","2.5","7.7","1.5","102009","5088","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2527","190","7.1","2.2","9.7","3.1","7.3","2.4","12.7","3.7","18.3","3.9","24.7","4.5","9.1","2.7","6.6","1.6","2.7","1.8","1.9","0.9","44941","5386","56828","5214","(X)","(X)","(X)","(X)","35.0","(X)",
"0500000US55063","La Crosse County, Wisconsin","50543","522","3.9","0.8","3.6","0.8","7.4","1.1","7.1","0.9","12.6","1.3","18.3","1.4","13.8","1.1","17.4","1.0","8.1","0.7","7.7","0.8","70704","2221","95451","2987","33.7","(X)","(X)","(X)","(X)","(X)","27887","758","1.1","0.5","1.4","0.6","2.4","0.8","4.8","1.0","8.8","1.4","15.9","1.6","16.4","1.6","24.2","1.5","12.4","1.1","12.6","1.5","98719","3672","124518","4899","(X)","(X)","32.9","(X)","(X)","(X)","21978","838","0.4","0.3","0.2","0.2","1.4","0.8","3.3","1.0","5.7","1.1","13.0","1.4","16.8","1.7","28.5","1.7","14.9","1.4","15.8","1.8","115189","4223","140064","5432","(X)","(X)","(X)","(X)","(X)","(X)","22656","833","7.8","1.6","6.6","1.5","13.4","2.3","11.2","1.7","17.7","2.3","21.0","2.5","9.8","1.5","8.5","1.5","2.6","0.7","1.3","0.5","45135","2803","57590","4182","(X)","(X)","(X)","(X)","33.8","(X)",
